article_id,title,content,source,published_date,attack_type_mentioned,sector_mentioned,province_mentioned,sentiment,word_count,scraped_at
NEWS-000374,Telekomunikasi Indonesia Jadi Target Utama Malware,"Laporan terbaru menunjukkan adanya kasus Malware yang menargetkan 
            sektor Telekomunikasi di wilayah Semarang. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 02 February 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2021-02-02,Malware,Telekomunikasi,Semarang,negative,44,2025-12-24 12:38:01.509666
NEWS-000375,Startup Kehilangan Data Jutaan Pengguna Akibat Ransomware,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor Startup di wilayah Surabaya. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 25 July 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2022-07-25,Ransomware,Startup,Surabaya,negative,44,2025-12-24 12:38:01.509728
NEWS-000376,Kerugian Akibat DDoS Capai Rp 210 Miliar,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor Fintech di wilayah Semarang. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 10 May 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2023-05-10,DDoS,Fintech,Semarang,neutral,44,2025-12-24 12:38:01.509785
NEWS-000377,Tips Lindungi Data dari Social Engineering Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Pemerintahan di wilayah Semarang. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 17 June 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2022-06-17,Social Engineering,Pemerintahan,Semarang,neutral,45,2025-12-24 12:38:01.509839
NEWS-000378,Kerugian Akibat DDoS Capai Rp 67 Miliar,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor Startup di wilayah Jawa Barat. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 28 December 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2021-12-28,DDoS,Startup,Jawa Barat,positive,45,2025-12-24 12:38:01.509895
NEWS-000379,Kominfo Blokir 982 Situs Terkait Phishing,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Perbankan di wilayah Medan. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 03 March 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2023-03-03,Phishing,Perbankan,Medan,negative,44,2025-12-24 12:38:01.509954
NEWS-000380,Serangan Kebocoran Data Menargetkan Fintech di Semarang,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor Fintech di wilayah Semarang. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 22 February 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2022-02-22,Kebocoran Data,Fintech,Semarang,negative,45,2025-12-24 12:38:01.510013
NEWS-000381,Serangan Malware Menargetkan Kesehatan di Bali,"Laporan terbaru menunjukkan adanya kasus Malware yang menargetkan 
            sektor Kesehatan di wilayah Bali. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 27 January 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tempo.co,2024-01-27,Malware,Kesehatan,Bali,positive,44,2025-12-24 12:38:01.510076
NEWS-000382,Tips Lindungi Data dari Social Engineering Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Fintech di wilayah Jawa Timur. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 30 May 2020. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2020-05-30,Social Engineering,Fintech,Jawa Timur,negative,46,2025-12-24 12:38:01.510134
NEWS-000383,Serangan Skimming Menargetkan Pemerintahan di Jawa Barat,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor Pemerintahan di wilayah Jawa Barat. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 18 April 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2023-04-18,Skimming,Pemerintahan,Jawa Barat,negative,45,2025-12-24 12:38:01.510196
NEWS-000384,Serangan Ransomware Menargetkan Perbankan di Jakarta,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor Perbankan di wilayah Jakarta. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 16 April 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2022-04-16,Ransomware,Perbankan,Jakarta,negative,44,2025-12-24 12:38:01.510257
NEWS-000385,Tips Lindungi Data dari DDoS Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor Fintech di wilayah Jakarta. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 23 April 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2023-04-23,DDoS,Fintech,Jakarta,neutral,44,2025-12-24 12:38:01.510311
NEWS-000386,Kerugian Akibat Hacking Capai Rp 369 Miliar,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor E-Commerce di wilayah Medan. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 14 November 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2023-11-14,Hacking,E-Commerce,Medan,negative,44,2025-12-24 12:38:01.510367
NEWS-000387,UMKM Indonesia Jadi Target Utama Malware,"Laporan terbaru menunjukkan adanya kasus Malware yang menargetkan 
            sektor UMKM di wilayah Surabaya. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 23 October 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2021-10-23,Malware,UMKM,Surabaya,neutral,44,2025-12-24 12:38:01.510435
NEWS-000388,Tips Lindungi Data dari Social Engineering Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Fintech di wilayah Jakarta. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 10 February 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2023-02-10,Social Engineering,Fintech,Jakarta,negative,45,2025-12-24 12:38:01.510489
NEWS-000389,BSSN Ungkap Lonjakan Kasus Skimming Sepanjang 2020,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor E-Commerce di wilayah Jawa Barat. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 08 November 2020. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2020-11-08,Skimming,E-Commerce,Jawa Barat,negative,45,2025-12-24 12:38:01.510546
NEWS-000390,Serangan Ransomware Menargetkan Pemerintahan di Jakarta,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor Pemerintahan di wilayah Jakarta. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 09 March 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2021-03-09,Ransomware,Pemerintahan,Jakarta,neutral,44,2025-12-24 12:38:01.510607
NEWS-000391,BSSN Ungkap Lonjakan Kasus Phishing Sepanjang 2023,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Perbankan di wilayah Jawa Timur. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 18 August 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2023-08-18,Phishing,Perbankan,Jawa Timur,neutral,45,2025-12-24 12:38:01.510675
NEWS-000392,BSSN Ungkap Lonjakan Kasus Social Engineering Sepanjang 2022,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Pendidikan di wilayah Jawa Timur. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 03 September 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2022-09-03,Social Engineering,Pendidikan,Jawa Timur,neutral,46,2025-12-24 12:38:01.510731
NEWS-000393,Tips Lindungi Data dari Hacking Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor Pemerintahan di wilayah Jawa Barat. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 16 June 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2024-06-16,Hacking,Pemerintahan,Jawa Barat,neutral,45,2025-12-24 12:38:01.510786
NEWS-000394,Tips Lindungi Data dari Penipuan Online Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Pemerintahan di wilayah Makassar. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 19 April 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2023-04-19,Penipuan Online,Pemerintahan,Makassar,negative,45,2025-12-24 12:38:01.510842
NEWS-000395,Tips Lindungi Data dari Ransomware Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor Telekomunikasi di wilayah Bali. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 06 April 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2022-04-06,Ransomware,Telekomunikasi,Bali,neutral,44,2025-12-24 12:38:01.510896
NEWS-000396,Kasus Kebocoran Data di Medan Meningkat 179%,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor Pendidikan di wilayah Medan. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 30 July 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2022-07-30,Kebocoran Data,Pendidikan,Medan,negative,45,2025-12-24 12:38:01.510954
NEWS-000397,Kominfo Blokir 668 Situs Terkait DDoS,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor UMKM di wilayah Makassar. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 10 July 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2022-07-10,DDoS,UMKM,Makassar,neutral,44,2025-12-24 12:38:01.511010
NEWS-000398,Kerugian Akibat Ransomware Capai Rp 124 Miliar,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor Startup di wilayah Semarang. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 15 March 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2022-03-15,Ransomware,Startup,Semarang,negative,44,2025-12-24 12:38:01.511065
NEWS-000399,Kominfo Blokir 830 Situs Terkait Hacking,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor Fintech di wilayah Jawa Barat. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 26 May 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2021-05-26,Hacking,Fintech,Jawa Barat,neutral,45,2025-12-24 12:38:01.511119
NEWS-000400,Tips Lindungi Data dari Social Engineering Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor E-Commerce di wilayah Bali. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 28 July 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2023-07-28,Social Engineering,E-Commerce,Bali,negative,45,2025-12-24 12:38:01.511175
NEWS-000401,Serangan Ransomware Menargetkan Kesehatan di Medan,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor Kesehatan di wilayah Medan. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 13 August 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tempo.co,2023-08-13,Ransomware,Kesehatan,Medan,negative,44,2025-12-24 12:38:01.511244
NEWS-000402,Serangan Kebocoran Data Menargetkan Startup di Semarang,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor Startup di wilayah Semarang. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 04 July 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2024-07-04,Kebocoran Data,Startup,Semarang,negative,45,2025-12-24 12:38:01.511303
NEWS-000403,Pendidikan Indonesia Jadi Target Utama Phishing,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Pendidikan di wilayah Semarang. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 19 January 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2023-01-19,Phishing,Pendidikan,Semarang,negative,44,2025-12-24 12:38:01.511357
NEWS-000404,Kerugian Akibat Penipuan Online Capai Rp 55 Miliar,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Pemerintahan di wilayah Yogyakarta. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 16 February 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2024-02-16,Penipuan Online,Pemerintahan,Yogyakarta,neutral,45,2025-12-24 12:38:01.511425
NEWS-000405,Kominfo Blokir 120 Situs Terkait Kebocoran Data,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor Startup di wilayah Surabaya. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 19 June 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2022-06-19,Kebocoran Data,Startup,Surabaya,neutral,45,2025-12-24 12:38:01.511491
NEWS-000406,Tips Lindungi Data dari Penipuan Online Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor UMKM di wilayah Jawa Timur. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 17 August 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2022-08-17,Penipuan Online,UMKM,Jawa Timur,negative,46,2025-12-24 12:38:01.511548
NEWS-000407,Kominfo Blokir 758 Situs Terkait Penipuan Online,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor UMKM di wilayah Jawa Timur. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 01 June 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2024-06-01,Penipuan Online,UMKM,Jawa Timur,neutral,46,2025-12-24 12:38:01.511607
NEWS-000408,UMKM Kehilangan Data Jutaan Pengguna Akibat Social Engineering,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor UMKM di wilayah Yogyakarta. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 13 December 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2023-12-13,Social Engineering,UMKM,Yogyakarta,negative,45,2025-12-24 12:38:01.511666
NEWS-000409,Kerugian Akibat DDoS Capai Rp 359 Miliar,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor Telekomunikasi di wilayah Makassar. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 25 October 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tempo.co,2023-10-25,DDoS,Telekomunikasi,Makassar,neutral,44,2025-12-24 12:38:01.511723
NEWS-000410,Kasus Kebocoran Data di Surabaya Meningkat 98%,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor Fintech di wilayah Surabaya. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 16 February 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2021-02-16,Kebocoran Data,Fintech,Surabaya,positive,45,2025-12-24 12:38:01.511787
NEWS-000411,Kerugian Akibat Skimming Capai Rp 364 Miliar,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor UMKM di wilayah Semarang. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 06 March 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2023-03-06,Skimming,UMKM,Semarang,negative,44,2025-12-24 12:38:01.511847
NEWS-000412,Kominfo Blokir 545 Situs Terkait Skimming,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor Kesehatan di wilayah Yogyakarta. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 16 March 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2024-03-16,Skimming,Kesehatan,Yogyakarta,negative,44,2025-12-24 12:38:01.511903
NEWS-000413,Serangan Kebocoran Data Menargetkan Kesehatan di Jawa Timur,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor Kesehatan di wilayah Jawa Timur. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 03 October 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2023-10-03,Kebocoran Data,Kesehatan,Jawa Timur,negative,46,2025-12-24 12:38:01.511960
NEWS-000414,Kasus Phishing di Bali Meningkat 175%,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Pendidikan di wilayah Bali. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 27 September 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2023-09-27,Phishing,Pendidikan,Bali,negative,44,2025-12-24 12:38:01.512022
NEWS-000415,Waspada! Modus Baru Phishing Melalui Media Sosial,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Telekomunikasi di wilayah Yogyakarta. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 13 April 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2024-04-13,Phishing,Telekomunikasi,Yogyakarta,neutral,44,2025-12-24 12:38:01.512079
NEWS-000416,Fintech Indonesia Jadi Target Utama Penipuan Online,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Fintech di wilayah Semarang. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 23 June 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2021-06-23,Penipuan Online,Fintech,Semarang,negative,45,2025-12-24 12:38:01.512137
NEWS-000417,BSSN Ungkap Lonjakan Kasus DDoS Sepanjang 2022,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor Pemerintahan di wilayah Medan. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 07 July 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2022-07-07,DDoS,Pemerintahan,Medan,negative,44,2025-12-24 12:38:01.512195
NEWS-000418,Perbankan Kehilangan Data Jutaan Pengguna Akibat Malware,"Laporan terbaru menunjukkan adanya kasus Malware yang menargetkan 
            sektor Perbankan di wilayah Semarang. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 28 April 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2024-04-28,Malware,Perbankan,Semarang,neutral,44,2025-12-24 12:38:01.512253
NEWS-000419,Startup Kehilangan Data Jutaan Pengguna Akibat Malware,"Laporan terbaru menunjukkan adanya kasus Malware yang menargetkan 
            sektor Startup di wilayah Makassar. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 18 December 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2023-12-18,Malware,Startup,Makassar,positive,44,2025-12-24 12:38:01.512313
NEWS-000420,Kasus Ransomware di Jawa Timur Meningkat 99%,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor UMKM di wilayah Jawa Timur. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 12 July 2020. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2020-07-12,Ransomware,UMKM,Jawa Timur,neutral,45,2025-12-24 12:38:01.512373
NEWS-000421,Polri Tangkap Pelaku Social Engineering yang Rugikan Korban Rp 487 Juta,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Kesehatan di wilayah Surabaya. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 05 September 2020. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2020-09-05,Social Engineering,Kesehatan,Surabaya,neutral,45,2025-12-24 12:38:01.512459
NEWS-000422,Tips Lindungi Data dari Kebocoran Data Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor Fintech di wilayah Jakarta. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 24 May 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2022-05-24,Kebocoran Data,Fintech,Jakarta,negative,45,2025-12-24 12:38:01.512516
NEWS-000423,Waspada! Modus Baru Phishing Melalui QR Code,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor UMKM di wilayah Semarang. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 06 March 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2023-03-06,Phishing,UMKM,Semarang,negative,44,2025-12-24 12:38:01.512574
